x,y,potentiel
0.0018381,0.00148386,9.32331
0.00234299,0.00172416,7.26959
0.00179707,0.00134515,10
0.00169059,0.00144494,9.52782
0.00173441,0.0015989,8.97292
0.00220341,0.00190066,7.2302
0.00157966,0.00155538,9.18701
0.0015412,0.00139932,9.63981
0.00142617,0.00150605,9.36067
0.00293406,0.00133707,4.35935
0.00214042,0.00122051,10
0.0025999,0.00151887,6.46321
0.00243723,0.00192496,6.50045
0.00138954,0.00135784,9.73581
0.00127494,0.00144318,9.55352
0.00275397,0.00128189,5.30605
0.00262768,0.00134978,6.35304
0.00189808,0.00125476,10
0.000702714,0.00212648,8.23498
0.00162138,0.00171997,8.684
0.00399871,0.00149221,1.78442
0.00151009,0.00124765,10
0.00815667,0.00367464,1.14502
0.00806091,0.00285218,0.870447
0.00741856,0.00326527,1.16885
0.00733331,0.0025621,0.890603
0.00673933,0.00293963,1.22924
0.00791494,0.00215016,0.599733
0.00665659,0.00228042,0.91393
0.00426922,0.00162127,1.64378
0.00462691,0.00167772,1.37557
0.00506218,0.0018006,1.20004
0.005255,0.00219871,1.44126
0.00576856,0.00247766,1.35951
0.00313832,0.00144087,3.69064
0.00307631,0.00124717,3.47227
0.00262898,0.00121909,6.17063
0.00251751,0.00126087,7.37872
0.00584714,0.00303368,1.63479
0.00576598,0.00197769,1.00553
0.00673661,0.00367647,1.53225
0.00108625,0.00165619,9.09561
0.00200701,0.00129432,10
0.00957967,0.00257741,0.581373
0.00202909,0.00207385,7.19561
0.00229368,0.0021129,6.55795
0.00404949,0.00265489,2.89147
0.00104973,0.00144306,9.58799
0.00165194,0.00129339,10
0.000666885,0.00144368,9.67334
0.00867559,0.00235334,0.590618
0.0017765,0.0012107,10
0.000407372,0.00317014,6.59814
0.000795791,0.00339551,6.19348
0.000806021,0.00385524,5.66722
0.00119626,0.00361228,5.76176
0.00122198,0.00408024,5.29054
0.00162471,0.0038253,5.2982
0.00167163,0.00434213,4.85408
0.00212781,0.00406667,4.75915
0.00218562,0.00463306,4.38919
0.0015595,0.0049498,4.51236
0.00216017,0.00527987,4.09178
0.00275277,0.004921,3.93331
0.00279151,0.00561298,3.69176
0.00215269,0.00599417,3.81871
0.00284036,0.00636446,3.47752
0.00207805,0.00675796,3.60177
0.0027977,0.00719187,3.31864
0.00359974,0.00670175,3.15686
0.00368402,0.00759755,3.02559
0.00279519,0.00811851,3.16881
0.00372387,0.00858079,2.92527
0.00460042,0.00801786,2.75753
0.0046477,0.00902985,2.707
0.0055288,0.00844095,2.52535
0.00137166,0.00635107,3.89961
0.000779192,0.00297365,6.76881
0.0028659,0.00911548,3.03799
0.000855186,0.00436216,5.17656
0.00337151,0.00527962,3.48933
0.00185215,0.00855282,3.25862
0.000463398,0.00277423,7.16989
0.000713,0.00697483,3.76461
0.00081617,0.00260209,7.3357
0.00109887,0.00278321,6.89834
0.00254612,0.00115352,6.86783
0.00114893,0.0031772,6.30647
0.00153104,0.00337301,5.81347
0.00217639,0.010804,3.00434
0.00263302,0.00111762,5.76284
0.00123489,0.00127582,10
0.00105386,0.00125916,10
0.00501348,0.0108422,2.60323
0.00269199,0.00188814,5.68139
0.00308628,0.00249587,4.41423
0.00550631,0.00730682,2.52505
0.0056387,0.00961701,2.49932
0.00696346,0.00965223,2.25246
0.00768067,0.0107409,2.15573
0.00825283,0.00958128,2.03123
0.00958478,0.00942544,1.83384
0.0106054,0.0105984,1.77645
0.0107852,0.00927663,1.69077
0.00657108,0.00141523,0.380806
0.00804775,0.00465836,1.45019
0.0101752,0.0018063,0.295717
0.0106137,0.00283719,0.582788
0.0117496,0.00267913,0.484715
0.0130068,0.00296376,0.520896
0.000946174,0.00899429,3.27719
0.00196731,0.00758832,3.42344
0.00287488,0.00205053,5.01413
0.0130008,0.00574086,1.10767
0.0118752,0.00645735,1.28231
0.0119256,0.00774151,1.45496
0.0107065,0.00722727,1.49118
0.0118753,0.00504444,1.02954
0.00198477,0.00181596,7.94526
0.000629741,0.00615786,4.08951
0.00141566,0.00113742,10
0.000878562,0.00136562,9.76916
0.00403824,0.00123031,1.23452
0.00610618,0.001366,0.418644
0.0130393,0.00845856,1.4789
0.00846024,0.00161817,0.313172
0.0119158,0.00385811,0.768157
0.00205013,0.00109645,10
0.00201587,0.00115934,10
0.0100015,0.00831533,1.69722
0.00453545,0.00702311,2.82006
0.00521509,0.00136701,0.654263
0.000237397,0.00196131,8.63738
0.000324663,0.00119991,10
0.000689296,0.00117518,10
0.00115465,0.00114798,10
0.00243488,0.00104481,8.01996
0.00243663,0.00110851,8.32515
0.00153407,0.00113074,10
0.00253989,0.00170626,6.49336
0.00361475,0.0014028,2.27541
0.00344414,0.00128458,2.38935
0.00748053,0.00851538,2.11075
0.00221957,0.00115616,10
0.00172715,0.00111226,10
0.00462762,0.00130139,0.85969
0.00190009,0.00110231,10
0.00338758,0.00223846,3.76846
0.00383277,0.00116285,1.34467
0.00345257,0.00113163,1.93796
0.00628534,0.0018292,0.727872
0.0033069,0.00454463,3.68235
0.00223781,0.00108474,10
0.00302085,0.00110805,3.21763
0.00316041,0.00112995,2.76431
0.00148318,0.00187922,8.36911
0.00280014,0.00108235,4.26823
0.00255907,0.00106132,6.23774
0.00267342,0.00430438,4.22584
0.0128495,0.00989116,1.59458
0.00878488,0.00847488,1.88049
0.00646976,0.00786367,2.2916
0.0062689,0.0042455,1.8895
0.00154792,0.0056395,4.15082
0.00211641,0.00108767,10
0.00202789,0.00351201,5.26304
0.00177564,0.00176991,8.39397
0.00195997,0.00965201,3.10588
0.00144833,0.00294051,6.41914
0.00496334,0.00378272,2.45195
0.00295534,0.00120407,3.88245
0.00145082,0.0016763,8.90532
0.012586,0.00205567,0.302469
0.00544788,0.00168217,0.888967
0.0106588,0.00505937,1.12898
0.00133562,0.0025845,7.05559
0.00427953,0.00624533,2.95443
0.00326703,0.00129608,2.91924
0.00770801,0.00154064,0.332837
0.00371444,0.00958577,2.85914
0.00648596,0.00685097,2.22805
0.00541122,0.00345516,2.06028
0.000458069,0.00472833,4.95839
0.000981729,0.00488597,4.74407
0.00346999,0.005969,3.31458
0.00208876,0.00115365,10
0.00249646,0.00138031,7.43104
0.00242427,0.0015097,7.55637
0.00258117,0.00380324,4.54231
0.0051013,0.00590117,2.63219
0.000862172,0.00228851,7.87023
0.00372421,0.00242708,3.23736
0.000414928,0.00410776,5.50327
0.00357566,0.00402406,3.56886
0.00187794,0.0016241,8.74319
0.00393388,0.00500033,3.21081
0.00284695,0.00119412,4.45124
0.000464858,0.00134751,10
0.00209388,0.00307295,5.60908
0.000483082,0.00208096,8.37629
0.000547377,0.00239132,7.78812
0.00627979,0.00262948,1.22964
0.00128038,0.00160131,9.16163
0.00202765,0.00165131,8.41029
0.00272743,0.00115996,5.13585
0.00231221,0.00144859,8.47851
0.00246135,0.00118006,8.04151
0.0108948,0.0060355,1.29233
0.00242562,0.00127637,8.4909
0.00135563,0.0012375,10
0.00186567,0.00116966,10
0.00102186,0.00113251,10
0.00286794,0.00998101,2.96697
0.0119418,0.00903173,1.58111
0.00718983,0.00199679,0.636
0.00641625,0.00881785,2.33673
0.00193817,0.00116828,10
0.000922293,0.0110991,3.08332
0.00140402,0.00703734,3.65831
0.0025828,0.00210079,5.81781
0.00820577,0.00769154,1.91118
0.00276822,0.00346694,4.5268
0.000153582,0.0011874,10
0.0099723,0.00648158,1.47208
0.00214931,0.00113975,10
0.00239401,0.00103372,8.90542
0.0131224,0.010964,1.63207
0.0112478,0.00334469,0.680125
0.00158519,0.00269209,6.6635
0.00160113,0.00119912,10
0.00615125,0.00223889,1.04486
0.00228685,0.00107034,10
0.00750467,0.00393978,1.38183
0.000617286,0.00129152,10
0.0016791,0.00118545,10
0.00514093,0.00668294,2.62899
0.00421257,0.00139543,1.3537
0.00125801,0.00452406,4.91296
0.0133836,0.001827,0.236328
0.00110533,0.00537733,4.40824
0.00441908,0.00143647,1.22159
0.00115929,0.00152921,9.36878
0.000745271,0.00129228,10
0.00393727,0.00560986,3.15291
0.00243084,0.00228821,5.97294
0.00452747,0.00996454,2.70153
0.00629886,0.0031585,1.48964
0.00489129,0.00150131,0.968561
0.00373463,0.00281878,3.36421
0.00308296,0.0022101,4.44282
0.00180734,0.00317226,5.80617
0.000253255,0.00257607,7.52513
0.00602217,0.00359814,1.79065
0.00205393,0.00122377,10
0.00209654,0.00129054,10
0.00381506,0.00135592,1.80693
0.00198261,0.00122009,10
0.00586885,0.00162327,0.686297
0.0026317,0.00104577,5.35893
0.00106989,0.00584507,4.17295
0.0110395,0.00827861,1.58212
0.00164415,0.00188474,8.21638
0.00249604,0.00110903,7.35266
0.0114867,0.00999764,1.6755
0.00113641,0.00135797,9.78185
0.00676063,0.00179707,0.600343
0.0119314,0.0017205,0.223937
