fc;P_eddy;P_mag;P_tot;flux_r;flux_i
125840;41.9418;1479.5;1521.44;2.86982e-07;-2.99063e-08
158500;77.0874;2377.99;2455.08;2.87906e-07;-3.81452e-08
199500;152.116;3816.78;3968.9;2.8821e-07;-4.87711e-08
251170;314.069;6051.16;6365.23;2.85603e-07;-6.22454e-08
316230;677.294;9596.84;10274.1;2.8118e-07;-7.98851e-08
398100;1520.06;15424.1;16944.1;2.75305e-07;-1.03715e-07
