,B [mT],H [A/m]
0,0.0,0.45494213700294495
1,0.7360151149112701,0.5533652305603027
2,1.470257104943409,0.6885484457015991
3,2.2009571168304265,0.7894187569618225
4,2.926354830241924,0.8958200812339783
5,3.644702698548959,0.9995825290679932
6,4.354270158816935,1.1157219409942627
7,5.0533478008833015,1.22756028175354
8,5.740251485476347,1.3318378925323486
9,6.413326401454231,1.4290976524353027
10,7.0709510523899635,1.5236642360687256
11,7.711541162898323,1.6164480447769165
12,8.333553495294032,1.7016782760620117
13,8.9354895673865,1.7883847951889038
14,9.515899262454681,1.8649441003799438
15,10.073384322705275,1.9378408193588257
16,10.606601717798213,2.0057106018066406
17,11.114266880324388,2.072324275970459
18,11.595156800441057,2.1364212036132812
19,12.048112972209674,2.1919071674346924
20,12.472044184538177,2.2385501861572266
21,12.86592915000408,2.2854676246643066
22,13.22881896522532,2.326097011566162
23,13.559839396851647,2.362396717071533
24,13.858192987669298,2.3939566612243652
25,14.12316097774531,2.4200243949890137
26,14.354105035983135,2.4339404106140137
27,14.55046879791816,2.4396300315856934
28,14.711779206048456,2.445010185241699
29,14.837647649471712,2.4428837299346924
30,14.927770900082951,2.433922290802002
31,14.981931843077588,2.421097993850708
32,15.0,2.400088310241699
33,14.981931843077588,2.3731420040130615
34,14.927770900082951,2.343637466430664
35,14.837647649471712,2.3075454235076904
36,14.711779206048456,2.262526273727417
37,14.550468797918162,2.212390422821045
38,14.354105035983135,2.1605448722839355
39,14.123160977745313,2.101571559906006
40,13.8581929876693,2.035551071166992
41,13.559839396851649,1.9643148183822632
42,13.228818965225322,1.8917537927627563
43,12.865929150004082,1.8190547227859497
44,12.47204418453818,1.7411816120147705
45,12.048112972209676,1.6517261266708374
46,11.595156800441059,1.5631434917449951
47,11.114266880324386,1.4731978178024292
48,10.606601717798215,1.3781629800796509
49,10.073384322705278,1.279011845588684
50,9.515899262454681,1.1755772829055786
51,8.935489567386501,1.0700019598007202
52,8.33355349529403,0.9632768034934998
53,7.711541162898325,0.8541777729988098
54,7.070951052389967,0.7433598637580872
55,6.41332640145423,0.6336584687232971
56,5.740251485476349,0.5220692157745361
57,5.053347800883305,0.4076891541481018
58,4.354270158816935,0.2921578586101532
59,3.644702698548961,0.1741556078195572
60,2.926354830241929,0.05250197649002075
61,2.200957116830427,-0.07137500494718552
62,1.4702571049434126,-0.19311732053756714
63,0.7360151149112696,-0.3116835057735443
64,1.8369701987210296e-15,-0.429669588804245
65,-0.7360151149112658,-0.5472858548164368
66,-1.4702571049434088,-0.6624988317489624
67,-2.200957116830424,-0.7759535312652588
68,-2.9263548302419253,-0.8876731395721436
69,-3.644702698548958,-0.9980909824371338
70,-4.354270158816933,-1.109075903892517
71,-5.0533478008833015,-1.219094157218933
72,-5.740251485476345,-1.321584701538086
73,-6.413326401454227,-1.4207322597503662
74,-7.0709510523899635,-1.5176995992660522
75,-7.711541162898323,-1.6073144674301147
76,-8.333553495294026,-1.6924155950546265
77,-8.9354895673865,-1.7732882499694824
78,-9.51589926245468,-1.851514458656311
79,-10.073384322705277,-1.9277727603912354
80,-10.606601717798211,-1.9932297468185425
81,-11.114266880324385,-2.052849531173706
82,-11.595156800441051,-2.1117756366729736
83,-12.048112972209678,-2.168668270111084
84,-12.472044184538179,-2.2223474979400635
85,-12.865929150004078,-2.2685179710388184
86,-13.228818965225319,-2.3058505058288574
87,-13.559839396851643,-2.3384413719177246
88,-13.858192987669295,-2.3694281578063965
89,-14.12316097774531,-2.3965113162994385
90,-14.354105035983133,-2.415830612182617
91,-14.55046879791816,-2.428149700164795
92,-14.711779206048455,-2.4308197498321533
93,-14.83764764947171,-2.421581268310547
94,-14.927770900082951,-2.4080235958099365
95,-14.981931843077588,-2.3951611518859863
96,-15.0,-2.3788442611694336
97,-14.98193184307759,-2.3566060066223145
98,-14.927770900082953,-2.327775716781616
99,-14.837647649471712,-2.29194974899292
100,-14.711779206048456,-2.249112606048584
101,-14.550468797918162,-2.202533483505249
102,-14.354105035983135,-2.14969801902771
103,-14.123160977745313,-2.0900046825408936
104,-13.858192987669298,-2.026386260986328
105,-13.559839396851647,-1.9579787254333496
106,-13.228818965225322,-1.8853836059570312
107,-12.865929150004082,-1.8092354536056519
108,-12.47204418453818,-1.7285975217819214
109,-12.048112972209681,-1.6421006917953491
110,-11.595156800441055,-1.5529382228851318
111,-11.114266880324388,-1.4591357707977295
112,-10.606601717798215,-1.363600492477417
113,-10.07338432270528,-1.2674949169158936
114,-9.515899262454688,-1.1689037084579468
115,-8.935489567386497,-1.0651909112930298
116,-8.333553495294032,-0.9587607383728027
117,-7.711541162898326,-0.842765748500824
118,-7.070951052389968,-0.7256882786750793
119,-6.4133264014542375,-0.6108176708221436
120,-5.740251485476355,-0.498861700296402
121,-5.053347800883301,-0.3882269263267517
122,-4.354270158816937,-0.27588215470314026
123,-3.6447026985489632,-0.1580231934785843
124,-2.926354830241931,-0.036636512726545334
125,-2.200957116830436,0.07727494835853577
126,-1.4702571049434077,0.19941478967666626
127,-0.7360151149112714,0.324227511882782
